C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.1 Parametric Equations_Notes.docx|1|A picture of the given parametric curve.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.1 Parametric Equations_Notes.docx|2|A picture of the given parametric curve from t=-2 to t=2.  Orientation arrows are shown on the curve.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.1 Parametric Equations_Notes.docx|3|A picture of the given parametric curve.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.1 Parametric Equations_Notes.docx|4|A picture of the given parametric curve.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Guide.docx|1|A picture of the xy-plane and xy axes.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Guide.docx|2|A picture of polar graph paper.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Guide.docx|3|A picture of polar graph paper.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Guide.docx|4|A picture of the right triangle created from the point (x,y) in the first quadrant.  The two legs of the triangle are x and y and the hypotenuse is r and we have an angle between the hypotenuse and the x-axis as theta.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|1|A picture of the xy-plane and xy axes.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|2|A picture of polar graph paper.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|3|A picture of polar graph paper.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|4|A picture of the right triangle created from the point (x,y) in the first quadrant.  The two legs of the triangle are x and y and the hypotenuse is r and we have an angle between the hypotenuse and the x-axis as theta.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|5|A picture of the given point and the triangle in the 3rd quadrant formed by x, y, r, & theta.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|6|A picture of the given point and the triangle in the 2nd quadrant formed by x, y, r, & theta.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|7|A picture of the given polar curve.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|8|A picture of the given polar curve.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|9|A picture of the given polar curve.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.2 Polar Coordinates_Notes.docx|10|A picture of the given polar curve.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 5 (Polar & Parametric Curves & Conics)\5.3.1 Polar Curves (Tangent Lines & Arc Length)_Notes.docx|1|A picture of the given polar curve and tangent line.
