C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 - 3.5 Review_Solutions.docx|1|A picture of the domain of f(x,y).  All points right of the parabola y^2=x are used except those where x=ln(2).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|1|A set of 6 multiple choice options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|2|A set of 6 multiple choice options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|3|A set of two graphs that need to be matched to a function formula.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|4|A set of 6 surfaces to attempt to match the given functions.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|5|A set of surfaces and level curves that need to be matched to the 3 given functions.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|6|A set of 6 surfaces and 6 contour plots to match to the given functions.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|1|The domain of f(x,y).  All points in the first quadrant and on the positive y-axis are taken.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|2|The domain of f(x,y).  All points below the parabola y=x^2 are taken.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|3|The domain of f(x,y).  All points where x doesn't equal pi/2 + pik (for some integer k) are taken.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|4|A graph of the domain.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|5|A graph of the domain.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|6|A graph of the domain.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|7|A set of 6 surfaces to attempt to match the given functions.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|8|A set of 6 multiple choice options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|9|A set of two graphs that need to be matched to a function formula.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|10|A set of 6 surfaces to attempt to match the given functions.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|11|A set of surfaces and level curves that need to be matched to the 3 given functions.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet_Solutions.docx|12|A set of 6 surfaces and 6 contour plots to match to the given functions.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1&3.2 Worksheet.docx|1|A picture of the 6 multiple choice options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1&3.2 Worksheet.docx|2|A picture of the 6 multiple choice options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 - 3.5 Review_Solutions.docx|1|A picture of the domain of f(x,y).  All points right of the parabola y^2=x are used except those where x=ln(2).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|1|A set of 6 multiple choice options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|2|A set of 6 multiple choice options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|3|A set of two graphs that need to be matched to a function formula.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|4|A set of 6 surfaces to attempt to match the given functions.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 3 (Partial Derivatives)\Worksheets\3.1 Worksheet.docx|5|A set of surfaces and level curves that need to be matched to the 3 given functions.
