C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.2 Worksheet.docx|1|A picture of the graph f(x) for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.2 Worksheet.docx|2|A picture of the graph f(x) for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.2 Worksheet_Solutions.docx|1|A picture of the graph f(x) for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.2 Worksheet_Solutions.docx|2|A picture of the graph f(x) for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.2 Worksheet_Solutions.docx|3|A possible sketch of the graph of f(x).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.3.1 Limits Worksheet.docx|1|A graph of f(t) for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.3.1 Limits Worksheet_Solutions.docx|1|A graph of f(t) for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.5 Worksheet_Solutions.docx|1|A picture of the function y=4x-5 and the associated delta and epilson intervals assocated with a limit as x approaches 3.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.5 Worksheet_Solutions.docx|2|A picture of the function y=10x+6 and the associated delta and epilson intervals assocated with a limit as x approaches 1/2.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.5 Worksheet_Solutions.docx|3|A picture of the function y=-2x-5 and the associated delta and epilson intervals assocated with a limit as x approaches 0.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Notes\Ch. 2 - TEST\Worksheets\2.5 Worksheet_Solutions.docx|4|A picture of the function y=2/pi*x-e and the associated delta and epilson intervals assocated with a limit as x approaches pi.
