C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.1 Introduction to Vector-Valued Functions_Guide.docx|1|A picture of graph A which is an upward spiral shape.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.1 Introduction to Vector-Valued Functions_Guide.docx|2|A picture of graph B which is a circle with a height that fluctuates between -1 and 1.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.1 Introduction to Vector-Valued Functions_Notes.docx|1|Picture of the graph of the given vector function.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.1 Introduction to Vector-Valued Functions_Notes.docx|2|Picture of the graph of the given vector function.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.1 Introduction to Vector-Valued Functions_Notes.docx|3|Picture of the graph of the given vector function.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.1 Introduction to Vector-Valued Functions_Notes.docx|4|A picture of graph A which is an upward spiral shape.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.1 Introduction to Vector-Valued Functions_Notes.docx|5|A picture of graph B which is a circle with a height that fluctuates between -1 and 1.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Guide.docx|1|Picture of a vector-valued function with position vectors showing how points are plotted along the curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Guide.docx|2|A picture of the vector-valued function that illustrates how the limit of such a function is defined.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Guide.docx|3|A picture of the vector-valued function that will be used to illustrate how the derivative of such a function is defined.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Guide.docx|4|A picture of a vector valued function that shows r(t) and r'(t) at a specific value of t as well as the tangent line to the curve at this value of t.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Guide.docx|5|A picture of a vector valued function that shows r(t) and r'(t).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Guide.docx|6|A picture of a vector valued function that shows r(t) and r'(t).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Notes.docx|1|Picture of a vector-valued function with position vectors showing how points are plotted along the curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Notes.docx|2|A picture of the vector-valued function that illustrates how the limit of such a function is defined.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Notes.docx|3|A picture of the vector-valued function that illustrates how the derivative of such a function is defined.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 2 (Vector-Valued Functions)\2.2 Calculus of Vector-Valued Functions_Notes.docx|4|A picture of a vector valued function that shows r(t) and r'(t) at a specific value of t as well as the tangent line to the curve at this value of t.
